"ID","Category","Question","Answer","Status","ResponseTimeMs","Timestamp","ErrorMessage"
"574","إجازات","ما هي أيام العطل الرسمية في الجهات الحكومية؟","Sorry, I encountered an error. Please try again.","success","11918","2026-03-20T02:26:08.356Z",""
"575","إجازات","كيف يتم تعويض الموظف عن العمل في العطل الرسمية؟","Sorry, I encountered an error. Please try again.","success","12187","2026-03-20T02:26:22.574Z",""
"576","إجازات","كم مدة الإجازة العادية المستحقة للموظف؟","Sorry, I encountered an error. Please try again.","success","11997","2026-03-20T02:26:36.600Z",""
"577","إجازات","هل يجوز صرف راتب الإجازة مقدماً؟","Sorry, I encountered an error. Please try again.","success","2025","2026-03-20T02:26:40.656Z",""
"578","إجازات","كم أقصى مدة لترحيل الإجازة العادية؟","Sorry, I encountered an error. Please try again.","success","12117","2026-03-20T02:26:54.800Z",""
"579","إجازات","كيف يتم تعويض الموظف عن رصيد الإجازات عند انتهاء الخدمة؟","Sorry, I encountered an error. Please try again.","success","12019","2026-03-20T02:27:08.852Z",""
"580","إجازات","ما هي المدد التي لا تدخل في حساب رصيد الإجازة العادية؟","Sorry, I encountered an error. Please try again.","success","12235","2026-03-20T02:27:23.119Z",""
"581","إجازات","كيف تحسب إجازة العاملين في مجال التعليم؟","Sorry, I encountered an error. Please try again.","success","12113","2026-03-20T02:27:37.262Z",""
"582","إجازات","ما هي إجازة أداء الامتحان الدراسي؟","Sorry, I encountered an error. Please try again.","success","12069","2026-03-20T02:27:51.362Z",""
"583","إجازات","ما هي شروط الإجازة الدراسية بدون راتب؟","Sorry, I encountered an error. Please try again.","success","12156","2026-03-20T02:28:05.552Z",""
"584","إجازات","هل يجوز قطع الإجازة الدراسية والعودة للعمل؟","Sorry, I encountered an error. Please try again.","success","12398","2026-03-20T02:28:19.984Z",""
"585","إجازات","ما هي الإجازة الاضطرارية وكم مدتها؟","Sorry, I encountered an error. Please try again.","success","12822","2026-03-20T02:28:34.844Z",""
"586","إجازات","كيف تحسب الإجازة المرضية في الخدمة المدنية؟","Sorry, I encountered an error. Please try again.","success","8548","2026-03-20T02:28:45.425Z",""
"587","إجازات","ما هي الإجازة المرضية للأمراض الخطيرة؟","Sorry, I encountered an error. Please try again.","success","3944","2026-03-20T02:28:51.409Z",""
"588","إجازات","ماذا يحدث إذا تعرض الموظف لإصابة بسبب العمل؟","Sorry, I encountered an error. Please try again.","success","2220","2026-03-20T02:28:55.656Z",""
"589","إجازات","ما هي إجازة مرضى الفشل الكلوي؟","Sorry, I encountered an error. Please try again.","success","2255","2026-03-20T02:28:59.936Z",""
"590","إجازات","هل الزيارات الطبية تنحسب ضمن الإجازة المرضية؟","Sorry, I encountered an error. Please try again.","success","12151","2026-03-20T02:29:14.114Z",""
"591","إجازات","كيف يتم علاج الموظف المصاب بسبب العمل خارج المملكة؟","Sorry, I encountered an error. Please try again.","success","2091","2026-03-20T02:29:18.239Z",""
"592","إجازات","هل يصرف راتب الإجازة المرضية مقدماً؟","نعم، يصرف راتب الإجازة المرضية مقدماً بشرط أن لا تقل مدة الإجازة المرضية عن شهر. وإذا توفي الموظف أثناء إجازته المرضية فلا يُسترد منه ما صُرف له.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","13466","2026-03-20T02:29:33.731Z",""
"593","إجازات","من يحدد الحاجة للإجازات المرضية التي تزيد على 30 يوم؟","يتم اختيار الجهة المسؤولة عن منح الإجازة المرضية التي تزيد عن 30 يوماً من قائمة الجهات الخارجية المعرفة في بوابة مدار حاسب والمصنفة كجهة مصرح لها باعتماد الإجازات المرضية التي تزيد عن 30 يوماً. يقوم المستخدم باختيار الجهة من القائمة المنسدلة أثناء تقديم الطلب، ويجب إدخال رقم وتاريخ خطاب الموافقة الصادر من تلك الجهة.

المصدر: [دليل المستخدم] - User Manual HPA-part-1of2.pdf","success","6274","2026-03-20T02:29:42.030Z",""
"594","إجازات","ما هي إجازة مرافقة المريض وشروطها؟","إجازة مرافقة المريض هي إجازة تُمنح للموظف في حال اضطراره لمرافقة أحد أقاربه لعلاجه، أو للأم إذا رغبت في مرافقة طفلها الذي لا يتجاوز عمره 12 سنة، بالإضافة إلى مرافق الطفل وأمه. يسمح لكلٍ منهم باستخدام رصيده من الإجازات العادية، وإذا زادت مدة المرافقة عن الرصيد المتاح، يُسمح له بالغياب ويُعامل عن المدة الزائدة وفقًا للتقارير الطبية والشروط التالية:

أن يكون المريض زوج الموظفة أو زوجة الموظف أو أحد أقاربه حتى الدرجة الثالثة (ويجوز للوزير المختص الإعفاء من هذا الشرط في بعض الحالات).
يجب أن تقرر الهيئة الطبية العامة أو مدير المستشفى وأحد أطبائه ضرورة وجود مرافق للمريض، وتحديد المدة المطلوبة للعلاج.
في حالة سفر المرأة للعلاج خارج المملكة أو في بلد غير محل إقامتها، يجب أن يكون المرافق محرماً شرعياً.

كما تجوز للوزير المختص منح الموظف إجازة استثنائية لأسباب تقبلها الجهة الحكومية لا تزيد مدتها عن سنتين خلال خمس سنوات، سواء كانت فترة متصلة أو متفرقة. وتستحق الموظفة السعودية إجازة استثنائية لمرافقة زوجها أو من تعولهم شرعاً في الخارج بحد أقصى عشر سنوات طوال الخدمة الوظيفية.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","8460","2026-03-20T02:29:52.527Z",""
"595","إجازات","ما هي الإجازة الاستثنائية وكم مدتها؟","الإجازة الاستثنائية هي إجازة يجوز بقرار من الوزير المختص منحها للموظف لأسباب تقبلها الجهة الحكومية، ولا تزيد مدتها على سنتين خلال خمس سنوات سواء كانت لمدة متصلة أو لمدد متفرقة.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","6023","2026-03-20T02:30:00.583Z",""
"596","إجازات","ما هي إجازة مرافقة الزوج للخارج للموظفة؟","تستحق الموظفة السعودية التي ترغب في مرافقة زوجها أو من يعولها شرعاً إلى الخارج إجازة استثنائية بقرار من الجهة الحكومية التي تتبعها، وذلك بقدر مدة المرافقة وبحد أقصى لا يتجاوز عشر سنوات متصلة أو منفصلة طوال خدمتها الوظيفية. ويعامل زوج المبتعثة للدراسة في الخارج أو أحد محارمها الشرعيين إذا كان من الموظفين المشمولين بنظام الخدمة المدنية وفق ذلك.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","5938","2026-03-20T02:30:08.556Z",""
"597","إجازات","كم مدة إجازة الوفاة؟","يستحق الموظف إجازة لمدة خمسة أيام براتب كامل في حالة وفاة زوجه أو أحد أقاربه إلى الدرجة الثالثة. تبدأ إجازة الوفاة اعتباراً من يوم الوفاة وتحتسب العطل الرسمية أو عطلة نهاية الأسبوع من ضمنها ولا يعوض عنها الموظف.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","5864","2026-03-20T02:30:16.447Z",""
"598","إجازات","كم مدة إجازة الوضع للموظفة؟","تستحق الموظفة إجازة وضع بكامل الراتب مدتها سبعين (70) يوماً، توزعها كيف تشاء، وتبدأ بحد أقصى بثمانية وعشرين يوماً قبل التاريخ المرجح للوضع، ويحدد التاريخ المرجح للوضع بموجب شهادة طبية مصدقة من جهة صحية.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","5928","2026-03-20T02:30:24.403Z",""
"599","إجازات","ما هي إجازة الأمومة وكم مدتها؟","إجازة الأمومة هي إجازة تمنح للموظفة بعد نهاية إجازة الوضع لرعاية مولودها. مدتها ثلاث سنوات كحد أقصى طوال خدمتها الوظيفية، تُصرف خلالها ربع الراتب، بشرط ألا يقل ما تتقاضاه عن 1500 ريال شهريًا. يشترط أن تكون هذه الإجازة خلال السنوات الثلاث الأولى من عمر الطفل، ويمكن للجهة الحكومية تأجيل منح الإجازة لمدة لا تتجاوز 90 يومًا إذا اقتضت مصلحة العمل. ويمكن تمديد الإجازة بشرط موافقة الجهة الحكومية ضمن الحد الأقصى. إذا كانت الموظفة حاضنة لطفل يتيم، يجوز لها أيضاً الحصول على إجازة الأمومة وفق الشروط نفسها.

أما إجازة الوضع، فتستحق الموظفة إجازة بكامل الراتب مدتها 70 يومًا توزعها كيف تشاء، وتبدأ بحد أقصى 28 يومًا قبل التاريخ المرجح للوضع، وذلك بموجب شهادة طبية معتمدة.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","8490","2026-03-20T02:30:34.921Z",""
"600","إجازات","ما هي إجازة الأبوة وكم مدتها؟","إجازة الأبوة هي أحد أنواع الإجازات الرسمية التي تمنح للموظف وفقًا للوائح التنفيذية للموارد البشرية في الخدمة المدنية. لم يتم ذكر مدة إجازة الأبوة بشكل محدد في الجزء الظاهر من المصدر، ولكنها معتمدة رسمياً ضمن تصنيف الإجازات في اللائحة التنفيذية.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","5958","2026-03-20T02:30:42.900Z",""
"601","تطوير","ما هي التزامات الجهة الحكومية في تطوير الموارد البشرية؟","تتضمن التزامات الجهة الحكومية في تطوير الموارد البشرية ما يلي:


كفالة التفرغ التام للموظفين لجميع أشكال التطوير والتدريب التي تتطلب طبيعتها ذلك.
ربط نشاط التطوير والتدريب الوظيفي بالأهداف الاستراتيجية للجهة الحكومية.
تحليل الاحتياجات التطويرية والتدريبية بناءً على السياسات والاستراتيجيات الحكومية الشاملة، ونتائج تقييم أداء الموظفين لتحديد القدرات والكفاءات المطلوبة.
إشراف إدارة الموارد البشرية في الجهة الحكومية على تحليل الاحتياجات ووضع خطط تطوير وتدريب الموظفين.
اعتماد خطط التطوير والتدريب من الوزير المختص وإدراجها في ميزانية الجهة.
تنفيذ خطط التطوير والتدريب المعتمدة ومراجعتها وتحديثها بشكل دوري.
تقييم برامج التطوير والتدريب بشكل مستمر لضمان جودتها.

تهدف هذه الالتزامات إلى تعزيز كفاءة الموظفين وتهيئتهم لأدوار ومسؤوليات مستقبلية تدعم استراتيجية الجهة الحكومية وأهدافها.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","7751","2026-03-20T02:30:52.682Z",""
"602","تدريب","كيف يتم تحليل الاحتياجات التطويرية والتدريبية؟","يجب أن ينبثق تحليل الاحتياجات التطويرية والتدريبية عن السياسات والاستراتيجيات الحكومية الشاملة ونتائج عملية تقويم أداء الموظفين، بهدف تحديد القدرات والكفاءات المطلوبة لتمكين الموظفين من تحسين أدائهم وإعدادهم لتولي مسؤوليات جديدة ضمن خطط التعاقب الوظيفي وبرامج تطوير القيادات. تتولى إدارة الموارد البشرية في الجهة الحكومية الإشراف على تحليل تلك الاحتياجات لكافة مستويات الموظفين، كما تضع خطط تطوير وتدريب الموظفين وتعرضها لاعتماد الوزير المختص وإدراجها في الميزانية. تلتزم الجهات الحكومية بمراجعة وتحديث هذه الخطط بشكل دوري وتقييم جودة برامج التطوير والتدريب باستمرار لضبط جودتها.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","6481","2026-03-20T02:31:01.193Z",""
"603","تدريب","من يضع خطط تطوير وتدريب الموظفين؟","تتولى إدارة الموارد البشرية في الجهة الحكومية وضع خطط تطوير وتدريب الموظفين، وتقوم بتنفيذها بعد اعتمادها من الوزير المختص وإدراجها في ميزانية الجهة الحكومية. كما يجب مراجعة وتحديث هذه الخطط بشكل دوري لضمان جودتها وفعاليتها في تحقيق الأهداف الاستراتيجية.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","6497","2026-03-20T02:31:09.726Z",""
"604","تدريب","ما هي شروط التدريب في خارج المملكة؟","يشترط للتدريب في خارج المملكة ما يلي:

أن يكون الموظف قد أمضى في الخدمة الحكومية مدة لا تقل عن سنة، إلا إذا كان هناك مبررات كافية لحالات ترى الجهة الحكومية استثناءها من هذا الشرط بالتنسيق مع وزارة الموارد البشرية والتنمية الاجتماعية.
أن تتوافر في الموظف متطلبات برنامج التدريب المرشح له.
أن يلم الموظف باللغة التي يُدار بها التدريب بشكل يمكنه من الاستفادة منه.
حصول الموظف على قبول من جهة التدريب.
أن يكون للتدريب علاقة مباشرة بالعمل الذي يقوم به، أو بالعمل الذي يتم تهيئته للقيام به.
على المتدرب أن يكون حسن السيرة ومحافظاً على سمعة بلاده ومواظباً على تدريبه.

كما تنص اللوائح على أنه لا يجوز التدريب في الخارج في دورات يوجد لها مثيل في الداخل أو يمكن لأجهزة التدريب في الداخل تقديمها مهما كانت مدتها، إلا بالحالات التي ترى الجهة الحكومية استثناءها. ويصدر قرار التدريب في الخارج من الوزير المختص، ويجب أن يتضمن القرار تحديد مدة التدريب وفقاً للضوابط المعتمدة في إطار العمل التنظيمي. ولا يجوز تمديد مدة التدريب في الخارج إلا بعد موافقة الوزير المختص ووفقاً للضوابط المعتمدة ولا يجوز كذلك تغيير جهة التدريب المقررة إلا بعد موافقة الوزير المختص بناءً على مبررات كافية.

ويجوز للوزير المختص إنهاء تدريب الموظف في الخارج إذا اقتضت المصلحة ذلك، ويمكن عدم احتساب مدة التدريب المنتهية قبل إتمامها لغرض الترقية أو المسابقة الوظيفية حسب قرار الوزير المختص.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","10783","2026-03-20T02:31:22.534Z",""
"605","تدريب","هل يجوز التدريب في الخارج لدورات لها مثيل في الداخل؟","لا يجوز التدريب في الخارج في دورات أو برامج لها مثيل في الداخل أو بإمكان أجهزة التدريب في الداخل تقديمها مهما كانت مدتها، إلا في الحالات التي ترى الجهة الحكومية استثناءها.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","5997","2026-03-20T02:31:30.554Z",""
"606","تدريب","هل يجوز تمديد مدة التدريب في الخارج؟","لا يجوز تمديد مدة التدريب في الخارج إلا بعد موافقة الوزير المختص ووفقاً للضوابط المعتمدة في إطار العمل التنظيمي.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","6505","2026-03-20T02:31:39.083Z",""
"607","تدريب","هل يجوز للمتدرب تغيير جهة التدريب؟","لا يجوز للمتدرب في الخارج تغيير جهة التدريب المقررة إلا بعد موافقة الوزير المختص بناءً على مبررات كافية.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","5219","2026-03-20T02:31:46.329Z",""
"608","تدريب","متى يجوز إنهاء تدريب الموظف في الخارج؟","يجوز بقرار من الوزير المختص إنهاء تدريب الموظف في الخارج إذا اقتضت المصلحة ذلك. كما يجوز بقرار من الوزير المختص عدم احتساب المدة التي أمضاها الموظف في التدريب في الخارج قبل إنهاء تدريبه لغرض الترقية أو المسابقة الوظيفية. وفي حال إخلال الموظف بواجباته التدريبية أو إذا كان سبب إنهاء التدريب أمراً عائداً إليه، فيجوز بقرار من الوزير المختص استعادة بعض أو كل ما صُرف له من بدلات ومخصصات أثناء التدريب.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","6531","2026-03-20T02:31:54.895Z",""
"609","تدريب","من يشرف على الموظفين المتدربين في الخارج؟","يتولى الملحقون الثقافيون في الخارج الإشراف على الموظفين المتدربين في مناطق اختصاصهم خلال فترة تدريبهم في الخارج.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","6117","2026-03-20T02:32:03.047Z",""
"610","ابتعاث","ما هي المؤهلات التي يجوز الابتعاث للحصول عليها؟","المؤهلات العلمية التي يجوز للجهة الحكومية ابتعاث موظفيها للحصول عليها هي:

الشهادة الجامعية أو ما يعادلها.
دبلوم عالٍ أو درجة الماجستير أو درجة الدكتوراه أو غير ذلك من الدراسات العليا.

ويشترط للابتعاث أن يكون المؤهل متوافقاً مع احتياجات الجهة الحكومية وخطط التطوير لديها.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","6162","2026-03-20T02:32:11.236Z",""
"611","ابتعاث","ما هي شروط الابتعاث للدراسة خارج المملكة؟","تشمل شروط الابتعاث للدراسة خارج المملكة ما يلي:


الحصول على قبول من إحدى الجامعات أو المعاهد أو المراكز المعترف بها من الجهة الحكومية المختصة.
أن يكون للجهة الحكومية التي يعمل بها الموظف حاجة لتخصصه، وأن يتوافق مع خطط التطوير والتدريب لديها.
ألا يقل تقدير الأداء الوظيفي للموظف في آخر سنة عن (جيد جداً) أو ما يعادله.
أن يكون الموظف قد أمضى سنة على الأقل في الخدمة الحكومية (ولا يسري هذا الشرط على الأطباء).
يصدر قرار الابتعاث من الوزير المختص، ويجب أن يتضمن القرار تحديد مدة الابتعاث.
يشترط لاستمرار الابتعاث الحصول على المؤهل المبتعث من أجله بتقدير لا يقل عن (جيد جداً) أو ما يعادله.
الالتزام بعدم تغيير التخصص أو الانتقال من جامعة إلى أخرى أو من بلد إلى آخر إلا بعد أخذ الموافقة المسبقة من الجهة الحكومية.
يجب على المبتعث مباشرة عمله خلال 30 يوماً من تاريخ انتهاء دراسته.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","7982","2026-03-20T02:32:21.246Z",""
"612","ابتعاث","هل يجوز للمبتعث تغيير تخصصه؟","لا يجوز للمبتعث تغيير التخصص الذي ابتعث من أجله إلا بموافقة الجهة الحكومية التي يتبعها. إذا قام بتغيير التخصص دون أخذ الموافقة المسبقة من الجهة التي يعمل بها، فإنه يعتبر مخالفاً للأنظمة ويجوز للجهة الحكومية إنهاء البعثة أو إلزامه برد بعض أو كل ما صرف عليه من مخصصات الابتعاث.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","5497","2026-03-20T02:32:28.773Z",""
"613","ابتعاث","هل يجوز للمبتعث تحويل دراسته من دولة لأخرى؟","لا يجوز للمبتعث أن يحول دراسته من دولة إلى أخرى إلا بموافقة الجهة الحكومية التي يتبعها المبتعث، وذلك حسب ما ورد في المادة (183) من اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","6096","2026-03-20T02:32:36.897Z",""
"614","ابتعاث","متى يجوز إنهاء بعثة المبتعث؟","","error","0","2026-03-20T02:34:41.618Z","[614] Chatbot returned an empty answer

[2mexpect([22m[31mreceived[39m[2m).[22mtoBeGreaterThan[2m([22m[32mexpected[39m[2m)[22m

Expected: > [32m0[39m
Received:   [31m0[39m"
"615","ابتعاث","متى يجب على المبتعث مباشرة عمله بعد انتهاء الدراسة؟","","error","0","2026-03-20T02:36:47.307Z","[615] Chatbot returned an empty answer

[2mexpect([22m[31mreceived[39m[2m).[22mtoBeGreaterThan[2m([22m[32mexpected[39m[2m)[22m

Expected: > [32m0[39m
Received:   [31m0[39m"
"616","ابتعاث","ما هي التزامات المبتعث بعد انتهاء البعثة؟","","error","0","2026-03-20T02:38:53.021Z","[616] Chatbot returned an empty answer

[2mexpect([22m[31mreceived[39m[2m).[22mtoBeGreaterThan[2m([22m[32mexpected[39m[2m)[22m

Expected: > [32m0[39m
Received:   [31m0[39m"
"617","إيفاد","ما هي شروط الإيفاد للدراسة داخل المملكة؟","","error","0","2026-03-20T02:40:58.710Z","[617] Chatbot returned an empty answer

[2mexpect([22m[31mreceived[39m[2m).[22mtoBeGreaterThan[2m([22m[32mexpected[39m[2m)[22m

Expected: > [32m0[39m
Received:   [31m0[39m"
"618","إيفاد","هل يجوز تمديد مدة الإيفاد للدراسة؟","يجوز للجهة الحكومية التي يعمل بها المبتعث إنهاء بعثته في الحالات الآتية:

إذا ظهر من التقارير الدراسية عدم إمكانية تحقيق الغرض الذي ابتُعث من أجله.
إذا غيّر المبتعث التخصص الذي ابتُعث من أجله دون أخذ الموافقة المسبقة من الجهة الحكومية التي يعمل بها.
إذا انتقل من جامعة إلى أخرى أو من فرع للجامعة إلى فرع آخر خارج المدينة التي بها هذا الفرع دون أخذ الموافقة المسبقة من الجهة الحكومية.
إذا أخلَّ بواجباته كمبتعث للدراسة.

وفي هذه الحالات، يجوز للجهة الحكومية أن تلزمه بدفع بعض أو كل ما صُرف عليه من بدلات ومخصصات لغرض الابتعاث.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","3500","2026-03-20T02:41:04.240Z",""
"619","إيفاد","هل يجوز للموفد تغيير تخصصه؟","لا يجوز للموفد للدراسة تغيير التخصص الموفد له إلا بموافقة الجهة الحكومية التي يعمل بها، وفقًا للضوابط التالية:

توافر مبررات تغيير التخصص مدعمة برأي الجهة التعليمية.
أن يكون التخصص من التخصصات الواردة بخطط التطوير والتدريب لدى الجهة الحكومية التي يتبعها الموفد.
ألا يكون هناك إهمال أو تقصير من جانب الموفد في دراسته.

وفي حالة قيام الموفد بتغيير تخصصه دون موافقة الجهة الحكومية التي يعمل بها، يحق للجهة إنهاء الإيفاد إذا مضت مدة يستحيل معها عودة الموفد لتخصصه الأصلي وإكمال متطلباته خلال المدة الأصلية للإيفاد.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","6556","2026-03-20T02:41:12.823Z",""
"620","إيفاد","هل يجوز للموفد الانتقال من جهة تعليمية لأخرى؟","لا يجوز للموفد للدراسة أن ينتقل من جهة تعليمية إلى أخرى إلا بعد موافقة الجهة الحكومية التي يعمل بها، وذلك وفقاً للضوابط التالية:

أن يكون الانتقال لأسباب ضرورية تقتضيها حاجة العمل أو لظروف يقدرها صاحب الصلاحية في الجهة الحكومية.
ألا يترتب على هذا الانتقال تمديد مدة الإيفاد أكثر من المدة المحددة في قرار الموافقة على الإيفاد.
في جميع الأحوال، لا يجوز انتقال الموفد لأكثر من جهة تعليمية واحدة خلال فترة الإيفاد.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","7130","2026-03-20T02:41:21.979Z",""
"621","إيفاد","متى يجوز السماح للموفد بالاستمرار للحصول على مؤهل أعلى؟","يجوز للجهة الحكومية التي يعمل بها الموفد أن تسمح له بالاستمرار في الإيفاد للحصول على مؤهل أعلى وفق الضوابط الآتية:

أن يكون المؤهل متوافقاً مع خطة الاحتياجات التطويرية للجهة الحكومية.
أن يحصل الموفد على قبول للدراسة من الجهة التعليمية.
أن يكون الموفد حصل على المؤهل الموفد له بتقدير لا يقل عن (جيد جداً) أو ما يعادله.
أن يكون الموفد حصل على المؤهل الموفد له في المدة المحددة له.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","7076","2026-03-20T02:41:31.076Z",""
"622","تأهيل","ما هو برنامج تأهيل المتميزين؟","برنامج تأهيل المتميزين هو برنامج يسمح للجهة الحكومية باختيار الطلاب السعوديين المتميزين من حديثي التخرج من الثانوية العامة أو ما يعادلها، أو من الدبلوم بعد الثانوية العامة أو ما يعادله، أو من الدرجة الجامعية، لتأهيلهم داخل المملكة أو خارجها في التخصصات التي تستهدفها الجهة الحكومية وفق خطط التطوير والتدريب لديها، وذلك لإعدادهم علمياً وعملياً لتحقيق الأهداف الاستراتيجية للجهة. يكون ذلك من خلال برنامج يسمى ""برنامج تأهيل المتميزين"".

مدة التأهيل حسب البرنامج سنتان كحد أقصى، ويمكن التمديد لمدة واحدة لا تتجاوز ستة أشهر بقرار من الوزير المختص. ويتم تنظيم العلاقة بين الجهة الحكومية وبين المقبولين في البرنامج من خلال عقد تأهيل معتمد من وزارة الموارد البشرية والتنمية الاجتماعية. تختار الجهة الحكومية من يثبت كفاءته بعد اجتياز البرنامج لشغل الوظائف المناسبة أو تكليفه بمهام تلك الوظائف بحسب ما تنص عليه اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","7901","2026-03-20T02:41:41.003Z",""
"623","تأهيل","كم مدة برنامج تأهيل المتميزين؟","مدة برنامج تأهيل المتميزين هي سنتان كحد أقصى، ويجوز بقرار من الوزير المختص تمديدها لمدة واحدة لا تتجاوز بأي حال من الأحوال ستة أشهر.

المصدر: [دليل المستخدم] - hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf","success","6542","2026-03-20T02:41:49.573Z",""
"624","تأهيل","كيف يتم اختيار المشمولين ببرنامج تأهيل المتميزين؟","يتم اختيار المشمولين ببرنامج تأهيل المتميزين وفق اللائحة التنفيذية للموارد البشرية في الخدمة المدنية كما يلي:


يحق للجهة الحكومية اختيار الطلاب السعوديين المتميزين من حديثي التخرج من الثانوية العامة أو ما يعادلها، أو من الدبلوم بعد الثانوية العامة أو ما يعادله، أو من الدرجة الجامعية، لتأهيلهم داخل المملكة أو خارجها حسب التخصصات التي تستهدفها الجهة وفق خططها للتطوير والتدريب.
تتولى إدارة الموارد البشرية في الجهة الحكومية مسؤولية الإعلان وإدارة عملية اختيار المشمولين بالبرنامج وتنسيقها وتوثيقها وفق مبدأ الجدارة والمقاييس والاشتراطات التي يحددها الإطار التنظيمي للبرنامج.
تُحدد مدة التأهيل بسنتين كحد أقصى، ويجوز تمديدها لمدة واحدة لا تتجاوز ستة أشهر بقرار من الوزير المختص.
بعد اجتياز البرنامج بنجاح، تختار الجهة الحكومية من يتضح لها كفاءته وجدارته وتفوقه لشغل الوظائف المناسبة لديها أو تكليفه بأداء مهام تلك الوظائف وفق أحكام اللائحة.

المصدر: [دليل المستخدم] - HRSD-Regulations.pdf","success","7779","2026-03-20T02:41:59.387Z",""
