id,question,category,file_name,file_page
409,وش معنى "تسجيل الدخول تلقائياً اعتماداً على Active Directory"؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,372
410,كيف أضيف مستخدمين جدد للبوابة؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,374
411,ليش بعض الموظفين ما يظهرون في تعريف المستخدمين الجدد؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,374
412,كيف أعين مدير للنظام؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,375
413,وش صلاحيات مدير النظام؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,375
414,كيف أشوف مستخدمي البوابة الحاليين؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,376
415,كيف أغير صلاحية مستخدم من مدير إلى عادي؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,377
416,ليش بعض المستخدمين يتعطل دخولهم للبوابة؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,383
417,كيف أطبع كشف بالمستخدمين المعاد تفعيلهم؟,إعدادات,Priority_Source_2_User Manual HPA-Complete.pdf,383
418,ما هي معايير المفاضلة في الترقيات؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,18
419,كيف تحسب الأقدمية في التساوي بالترقية؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,19
420,ما هي المدد اللي لا تحتسب لغرض الخبرة في الترقية؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,18
421,كيف أترقى للمرتبة الرابعة عشرة؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,19
422,كم سنة خبرة مطلوبة للترقية للمرتبة الخامسة عشرة؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,19
423,كيف أتأكد من توفر شروط الترقية لدي؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,18
424,ليش ما أترقى مع أن مؤهلاتي مناسبة؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,18
425,هل الترقية حق مكتسب للموظف؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,18
426,كيف يتم إحداث الوظائف في الميزانية؟,وظائف,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,11
427,هل يجوز تعديل المسمى الوظيفي؟,وظائف,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,11
428,كيف أخفض مرتبة وظيفة؟,وظائف,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,11
429,وش هو الوصف الوظيفي ومن يعده؟,وظائف,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,11
430,كيف أعرف متطلبات الوظيفة الفعلية؟,وظائف,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,11
431,ما هي إدارة الأداء في الخدمة المدنية؟,تقييم,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,30
432,ما أهداف عملية إدارة الأداء؟,تقييم,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,30
433,كيف يتم تقويم أداء الموظف؟,تقييم,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,30
434,هل يجوز تعديل تقويم الأداء بعد اعتماده؟,تقييم,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,30
435,كيف أتظلم من نتيجة تقويم الأداء؟,تقييم,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,30
436,كم مرة يتم تقويم الموظف خلال فترة التجربة؟,تقييم,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,30
437,ما هي مدة الإجازة العادية المستحقة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,33
438,هل يجوز صرف راتب الإجازة مقدماً؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,33
439,كم أقصى مدة لترحيل الإجازة العادية؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,33
440,كم عدد أيام الإجازة العادية اللي أقدر أخذها في السنة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,33
441,كيف أحسب تعويض الإجازة عند انتهاء الخدمة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,33
442,ما هي المدد اللي لا تدخل في حساب رصيد الإجازة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,33
443,كيف تحسب إجازة العاملين في مجال التعليم؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,34
444,ما هي إجازة الامتحان الدراسي؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,34
445,كم يوم قبل الامتحان أحق فيه إجازة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,34
446,ما هي إجازة مرافقة مريض؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
447,كم مدة إجازة مرافقة المريض؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
448,هل تحسب الإجازة المرضية من تاريخ الانقطاع؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,35
449,من يحدد الحاجة للإجازة المرضية؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,35
450,كيف أطلب تمديد الإجازة المرضية؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,35
451,ما هي إجازة الأمومة وكم مدتها؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
452,هل يجوز تمديد إجازة الأمومة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
453,ما الفرق بين إجازة الوضع وإجازة الأمومة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
454,كيف أطلب إجازة أبوة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
455,كم يوم إجازة الأبوة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
456,ما هي إجازة المشاركة الوطنية؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,32
457,كيف أحسب مدة الإجازة حسب أيام العمل؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,207
458,ما الفرق بين مدة الإجازة ومدة الإجازة حسب أيام العمل؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,326
459,ليش مدة الإجازة تختلف عن أيام العمل؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,326
460,كيف أعرف صلة القرابة المناسبة لإجازة الوفاة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,207
461,كم مدة إجازة الوفاة حسب صلة القرابة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
462,هل العطل الرسمية تنحسب ضمن إجازة الوفاة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
463,كيف أطلب إجازة زواج؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,239
464,كم مرة يحق لي أخذ إجازة زواج؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,240
465,ما هي إجازة وقوع كارثة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,236
466,كيف أطلب إجازة وقوع كارثة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,236
467,ما هي إجازة الحج ومتى تبدأ؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,256
468,هل يحق لي إجازة حج كل سنة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,258
469,كيف أطلب إجازة تدريب على أعمال الإعاقة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,258
470,ليش ما أقدر أسجل إجازة تدريب على الإعاقة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,261
471,كيف أضيف مرافق من ذوي الاحتياجات الخاصة؟,مرافقين,Priority_Source_2_User Manual HPA-Complete.pdf,34
472,ما هي المعلومات المطلوبة لإضافة مرافق؟,مرافقين,Priority_Source_2_User Manual HPA-Complete.pdf,35
473,ليش ما يظهر المرافق في القائمة بعد إضافته؟,مرافقين,Priority_Source_2_User Manual HPA-Complete.pdf,36
474,كيف أعدل بيانات مرافق؟,مرافقين,Priority_Source_2_User Manual HPA-Complete.pdf,34
475,ما هي صلات القرابة المعرفة في النظام؟,مرافقين,Priority_Source_2_User Manual HPA-Complete.pdf,35
476,كيف أضيف وثيقة شخصية جديدة؟,وثائق,Priority_Source_2_User Manual HPA-Complete.pdf,38
477,ما هي أنواع الوثائق الشخصية المطلوبة؟,وثائق,Priority_Source_2_User Manual HPA-Complete.pdf,39
478,كم مدة صلاحية الوثائق الشخصية؟,وثائق,Priority_Source_2_User Manual HPA-Complete.pdf,39
479,كيف أعدل وثيقة منتهية الصلاحية؟,وثائق,Priority_Source_2_User Manual HPA-Complete.pdf,38
480,ليش رقم الحفظ للهوية الوطنية مطلوب؟,وثائق,Priority_Source_2_User Manual HPA-Complete.pdf,40
481,كيف أضيف مؤهل علمي جديد؟,مؤهلات,Priority_Source_2_User Manual HPA-Complete.pdf,46
482,ما هي البيانات المطلوبة لإضافة مؤهل؟,مؤهلات,Priority_Source_2_User Manual HPA-Complete.pdf,47
483,ليش رفض طلب تعديل المؤهل؟,مؤهلات,Priority_Source_2_User Manual HPA-Complete.pdf,47
484,كيف أعرف مصدر المؤهل العلمي؟,مؤهلات,Priority_Source_2_User Manual HPA-Complete.pdf,47
485,ما الفرق بين المؤهل والشهادة المهنية؟,مؤهلات,Priority_Source_2_User Manual HPA-Complete.pdf,47
486,كيف أضيف خبرة سابقة؟,خبرات,Priority_Source_2_User Manual HPA-Complete.pdf,51
487,ما هي أنواع جهات الخبرة السابقة؟,خبرات,Priority_Source_2_User Manual HPA-Complete.pdf,52
488,كيف أحدد نسبة ملاءمة الخبرات مع الوظيفة؟,خبرات,Priority_Source_2_User Manual HPA-Complete.pdf,52
489,ما معنى "تمت تصفية الخدمات السابقة"؟,خبرات,Priority_Source_2_User Manual HPA-Complete.pdf,52
490,ليش الخبرة ما تظهر بعد إضافتها؟,خبرات,Priority_Source_2_User Manual HPA-Complete.pdf,54
491,كيف أضيف دورة تدريبية؟,دورات,Priority_Source_2_User Manual HPA-Complete.pdf,55
492,ما هي بيانات الدورة التدريبية المطلوبة؟,دورات,Priority_Source_2_User Manual HPA-Complete.pdf,56
493,ليش الدورة ما تظهر في بطاقتي؟,دورات,Priority_Source_2_User Manual HPA-Complete.pdf,58
494,كيف أحدد علاقة الدورة بالعمل؟,دورات,Priority_Source_2_User Manual HPA-Complete.pdf,56
495,ما الفرق بين دورة داخلية وخارجية؟,دورات,Priority_Source_2_User Manual HPA-Complete.pdf,56
496,كيف أطلب خطاب تعريف؟,خطابات,Priority_Source_2_User Manual HPA-Complete.pdf,59
497,ما الفرق بين خطاب داخلي وخارجي؟,خطابات,Priority_Source_2_User Manual HPA-Complete.pdf,59
498,كم مدة استخراج خطاب التعريف؟,خطابات,Priority_Source_2_User Manual HPA-Complete.pdf,61
499,كيف أطلب شهادة خبرة؟,خطابات,Priority_Source_2_User Manual HPA-Complete.pdf,62
500,ليش ما أستطيع طباعة شهادة الخبرة؟,خطابات,Priority_Source_2_User Manual HPA-Complete.pdf,64
501,ما هو تصنيف الوظائف في الخدمة المدنية؟,تعريفات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,4
502,من هم الأقارب حتى الدرجة الرابعة حسب اللائحة؟,تعريفات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,5
503,ما هو التعاقب الوظيفي وما هدفه؟,تطوير,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,5
504,كيف يتم تعريف الكارثة في النظام؟,تعريفات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,5
505,ما هو العمل عن بعد وفق اللائحة؟,عمل عن بعد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,5
506,من هي الجهة المشرفة على تنفيذ أحكام اللائحة؟,إدارة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,6
507,ما هي مسؤوليات إدارة الموارد البشرية في تطبيق اللائحة؟,إدارة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,6
508,على من تسري أحكام اللائحة التنفيذية؟,تعريفات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,6
509,كيف يتم تنظيم بيئة العمل في الجهات الحكومية؟,بيئة عمل,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,7
510,ما هي متطلبات توفير بيئة عمل آمنة؟,بيئة عمل,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,8
511,هل يجوز تعديل أوقات العمل الرسمية؟,بيئة عمل,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,9
512,كيف تحدد أوقات الورديات والمناوبات؟,بيئة عمل,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,9
513,ما هو إطار العمل التنظيمي ومن يصدره؟,تعريفات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,10
514,كيف يتم إحداث الوظائف في الميزانية؟,وظائف,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,11
515,ما هي خطوات تعديل المسمى الوظيفي؟,وظائف,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,11
516,كيف يتم خفض مرتبة وظيفة معتمدة؟,وظائف,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,11
517,من يعد نماذج الأوصاف الوظيفية؟,وظائف,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,11
518,كيف يتم شغل الوظائف الشاغرة؟,تعيين,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,13
519,ما هي شروط التعيين في الوظائف الحكومية؟,تعيين,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,15
520,هل يجوز التعيين لغير السعودي في الخدمة المدنية؟,تعيين,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,15
521,ما هي حالات عدم قبول التعيين في الخدمة؟,تعيين,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,15
522,كيف يتم تحسين مستوى الموظف بعد الحصول على مؤهل أعلى؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,15
523,متى يسمح للموظف بالاشتراك في مسابقة التعيين؟,تعيين,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,16
524,متى لا يسمح للموظف بالاشتراك في المسابقة؟,تعيين,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,16
525,كيف يتم تحديد سن الموظف عند التعيين؟,تعيين,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,16
526,ماذا يحدث إذا تم تعيين موظف قبل السن النظامية؟,تعيين,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,16
527,كيف يتم إبلاغ المرشح بقرار تعيينه؟,تعيين,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,16
528,هل يجوز مباشرة العمل قبل صدور قرار التعيين؟,تعيين,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,16
529,ماذا يحدث إذا لم يباشر المرشح عمله خلال 15 يوم؟,تعيين,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,16
530,ما هي المدد التي لا تحتسب لغرض الخبرة في الترقية؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,18
531,ما هي حالات عدم جواز النظر في ترقية الموظف؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,18
532,كيف تتم المفاضلة بين الموظفين في الترقيات؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,18
533,ما هو العنصر المرجح في حالة التساوي بين المرشحين؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,19
534,ما هي شروط الترقية الاستثنائية للمرتبة الرابعة عشرة؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,19
535,كم عدد الترقيات الاستثنائية المسموحة للموظف؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,19
536,هل يجوز الجمع بين أكثر من ترقية في السنة؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,19
537,متى يكون قرار الترقية نافذًا؟,ترقية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,19
538,ما هي أهداف عمليات النقل والتكليف والإعارة؟,نقل,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,20
539,كيف يتم نقل موظف من جهة حكومية لأخرى؟,نقل,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,20
540,هل يجوز نقل الموظف خارج المدينة التي بها مقر عمله؟,نقل,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,20
541,ما هي حالات عدم جواز نقل الموظف؟,نقل,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,20
542,ماذا يحدث إذا ثبت عجز الموظف عن أداء عمله؟,نقل,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,20
543,ما هو التكليف وما أنواعه؟,تكليف,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,21
544,ما هي شروط تكليف الموظف بأعمال وظيفة أخرى؟,تكليف,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,21
545,كم أقصى مدة للتكليف الجزئي؟,تكليف,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,21
546,متى يجب على الموظف المكلف مباشرة عمله الأصلي؟,تكليف,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,21
547,هل يجوز إنهاء التكليف قبل انتهاء مدته؟,تكليف,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,21
548,ما هي شروط إعارة الموظف لجهة خارجية؟,إعارة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,21
549,كم أقصى مدة للإعارة المتصلة؟,إعارة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,21
550,هل يجوز إعارة الموظف مرة أخرى بعد انتهاء الإعارة؟,إعارة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,22
551,ما هي الحالات التي تنتهي بها الإعارة؟,إعارة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,22
552,هل يحتفظ الموظف المعار بوظيفته الأصلية؟,إعارة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,22
553,من يتحمل راتب الموظف خلال فترة الإعارة؟,إعارة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,22
554,ما هي الاستعارة ومن يشملها؟,إعارة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,23
555,كم مدة الاستعارة القصوى؟,إعارة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,23
556,ما هي ضوابط التعاقد بدوام كامل؟,تعاقد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,24
557,ما هي نسب ساعات العمل في التعاقد الجزئي؟,تعاقد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,24
558,كم أقصى مدة للتعاقد المؤقت؟,تعاقد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,24
559,ما هي ضوابط التعاقد مع المستشارين والخبراء؟,تعاقد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,25
560,ما هي شروط التعاقد مع الموظف المحال على التقاعد؟,تعاقد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,25
561,هل يجوز التعاقد مع غير السعودي؟,تعاقد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,25
562,ما هي ضوابط تمديد الخدمة بعد سن التقاعد؟,تقاعد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,27
563,ما المقصود باللياقة الصحية لشغل الوظائف؟,لياقة صحية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,28
564,من يتولى الكشف الطبي للتعيين؟,لياقة صحية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,28
565,كم مدة صلاحية نتيجة فحص اللياقة الصحية؟,لياقة صحية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,28
566,ماذا يحدث إذا كانت هناك حالة مرضية قابلة للشفاء؟,لياقة صحية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,28
567,كيف يتم الكشف الطبي للموظفين الموجودين في الخارج؟,لياقة صحية,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,28
568,ما هي إدارة الأداء في الخدمة المدنية؟,تقييم,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,30
569,ما هي أهداف عملية إدارة الأداء؟,تقييم,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,30
570,من المسؤول عن عملية إدارة الأداء؟,تقييم,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,30
571,هل يجوز تعديل تقويم الأداء بعد اعتماده؟,تقييم,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,30
572,كيف يتم تقويم أداء الموظف خلال فترة التجربة؟,تقييم,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,30
573,ما هي تصنيفات الإجازات في الخدمة المدنية؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,32
574,ما هي أيام العطل الرسمية في الجهات الحكومية؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,32
575,كيف يتم تعويض الموظف عن العمل في العطل الرسمية؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,32
576,كم مدة الإجازة العادية المستحقة للموظف؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,33
577,هل يجوز صرف راتب الإجازة مقدماً؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,33
578,كم أقصى مدة لترحيل الإجازة العادية؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,33
579,كيف يتم تعويض الموظف عن رصيد الإجازات عند انتهاء الخدمة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,33
580,ما هي المدد التي لا تدخل في حساب رصيد الإجازة العادية؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,33
581,كيف تحسب إجازة العاملين في مجال التعليم؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,34
582,ما هي إجازة أداء الامتحان الدراسي؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,34
583,ما هي شروط الإجازة الدراسية بدون راتب؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,34
584,هل يجوز قطع الإجازة الدراسية والعودة للعمل؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,34
585,ما هي الإجازة الاضطرارية وكم مدتها؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,34
586,كيف تحسب الإجازة المرضية في الخدمة المدنية؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,34
587,ما هي الإجازة المرضية للأمراض الخطيرة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,34
588,ماذا يحدث إذا تعرض الموظف لإصابة بسبب العمل؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,35
589,ما هي إجازة مرضى الفشل الكلوي؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,35
590,هل الزيارات الطبية تنحسب ضمن الإجازة المرضية؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,35
591,كيف يتم علاج الموظف المصاب بسبب العمل خارج المملكة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,35
592,هل يصرف راتب الإجازة المرضية مقدماً؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,35
593,من يحدد الحاجة للإجازات المرضية التي تزيد على 30 يوم؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,35
594,ما هي إجازة مرافقة المريض وشروطها؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
595,ما هي الإجازة الاستثنائية وكم مدتها؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
596,ما هي إجازة مرافقة الزوج للخارج للموظفة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
597,كم مدة إجازة الوفاة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
598,كم مدة إجازة الوضع للموظفة؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
599,ما هي إجازة الأمومة وكم مدتها؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
600,ما هي إجازة الأبوة وكم مدتها؟,إجازات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,36
601,ما هي التزامات الجهة الحكومية في تطوير الموارد البشرية؟,تطوير,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,39
602,كيف يتم تحليل الاحتياجات التطويرية والتدريبية؟,تدريب,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,39
603,من يضع خطط تطوير وتدريب الموظفين؟,تدريب,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,39
604,ما هي شروط التدريب في خارج المملكة؟,تدريب,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,40
605,هل يجوز التدريب في الخارج لدورات لها مثيل في الداخل؟,تدريب,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,40
